month,region,merchant_category,card_type,transaction_volume,avg_transaction_usd,interchange_rate,revenue_usd,acceptance_rate
2024-11-01,Europe,Retail,Prepaid,899311,28.59,0.0181,465327.84,0.9335
2024-11-01,Europe,Travel,Credit,4597520,81.18,0.0221,8248540.26,0.9481
2024-11-01,Europe,Travel,Debit,3622591,41.96,0.0225,3420113.75,0.9414
2024-11-01,Europe,Travel,Prepaid,914746,27.49,0.0227,570822.65,0.9347
2024-11-01,Europe,Dining,Credit,4621012,85.04,0.0193,7584666.97,0.9384
2024-11-01,Europe,Dining,Debit,3577876,40.83,0.0193,2819367.42,0.9346
2024-11-01,Europe,Dining,Prepaid,910822,27.21,0.0196,485785.34,0.9447
2024-11-01,Europe,Healthcare,Credit,4890951,87.75,0.0167,7167432.25,0.949
2024-11-01,Europe,Healthcare,Debit,3277266,41.77,0.0164,2245115.85,0.9476
2024-11-01,Europe,Healthcare,Prepaid,953027,29.28,0.0164,457712.7,0.9434
2024-11-01,Europe,E-commerce,Credit,4727754,88.78,0.025,10493533.1,0.9379
2024-11-01,Europe,E-commerce,Debit,3579698,43.73,0.024,3756759.39,0.9461
2024-11-01,Europe,E-commerce,Prepaid,917273,27.85,0.0248,633486.59,0.9314
2024-11-01,Europe,Fuel,Credit,5177362,85.12,0.0144,6345896.29,0.9484
2024-11-01,Europe,Fuel,Debit,3367518,42.16,0.0151,2143790.12,0.9307
2024-11-01,Europe,Fuel,Prepaid,870925,28.77,0.0149,373290.52,0.9469
2024-11-01,Asia Pacific,Retail,Credit,4541056,85.32,0.0178,6896557.21,0.9137
2024-11-01,Asia Pacific,Retail,Debit,3615157,42.62,0.0186,2865551.87,0.918
2024-11-01,Asia Pacific,Retail,Prepaid,918920,27.89,0.0179,458684.77,0.9069
2024-11-01,Asia Pacific,Travel,Credit,4293426,87.5,0.0217,8152219.54,0.9111
2024-11-01,Asia Pacific,Travel,Debit,3399490,40.99,0.022,3065316.98,0.908
2024-11-01,Asia Pacific,Travel,Prepaid,902417,26.65,0.0222,533842.77,0.9132
2024-11-01,Asia Pacific,Dining,Credit,4622420,86.01,0.02,7951114.28,0.9147
2024-11-01,Asia Pacific,Dining,Debit,3405211,40.2,0.02,2738121.7,0.9178
2024-11-01,Asia Pacific,Dining,Prepaid,828291,27.44,0.0201,456901.9,0.9025
2024-11-01,Asia Pacific,Healthcare,Credit,4791906,84.11,0.0162,6529245.52,0.9129
2024-11-01,Asia Pacific,Healthcare,Debit,3345219,40.47,0.0163,2206863.3,0.908
2024-11-01,Asia Pacific,Healthcare,Prepaid,926076,29.29,0.0163,442109.17,0.9035
2024-11-01,Asia Pacific,E-commerce,Credit,4727193,87.51,0.025,10341638.24,0.9142
2024-11-01,Asia Pacific,E-commerce,Debit,3291011,42.22,0.025,3474057.16,0.911
2024-11-01,Asia Pacific,E-commerce,Prepaid,830710,28.27,0.0236,554238.88,0.9107
2024-11-01,Asia Pacific,Fuel,Credit,4925547,87.11,0.0145,6221471.0,0.9173
2024-11-01,Asia Pacific,Fuel,Debit,3275274,42.61,0.0146,2037706.87,0.9102
2024-11-01,Asia Pacific,Fuel,Prepaid,836045,28.94,0.0145,350796.78,0.9044
2024-11-01,Latin America,Retail,Credit,2052914,87.99,0.0186,3359985.67,0.8761
2024-11-01,Latin America,Retail,Debit,1690158,41.84,0.0188,1329379.41,0.8709
2024-11-01,Latin America,Retail,Prepaid,402065,26.87,0.0178,192337.61,0.8739
2024-11-01,Latin America,Travel,Credit,2158766,81.84,0.0221,3904474.18,0.8727
2024-11-01,Latin America,Travel,Debit,1479640,43.68,0.0225,1454206.77,0.8668
2024-11-01,Latin America,Travel,Prepaid,412714,27.46,0.0225,254957.19,0.8715
2024-11-01,Latin America,Dining,Credit,2185888,83.44,0.0196,3574803.65,0.8688
2024-11-01,Latin America,Dining,Debit,1455558,40.83,0.0195,1158905.03,0.8742
2024-11-01,Latin America,Dining,Prepaid,411748,26.98,0.0202,224368.21,0.8741
2024-11-01,Latin America,Healthcare,Credit,2293990,83.8,0.0162,3114203.19,0.8666
2024-11-01,Latin America,Healthcare,Debit,1593869,42.45,0.0159,1075735.01,0.8759
2024-11-01,Latin America,Healthcare,Prepaid,439875,28.11,0.0159,196588.62,0.8659
2024-11-01,Latin America,E-commerce,Credit,2296915,81.39,0.0208,3888517.95,0.8616
2024-11-01,Latin America,E-commerce,Debit,1582615,42.34,0.0237,1588235.47,0.8683
2024-11-01,Latin America,E-commerce,Prepaid,421992,28.14,0.025,296918.46,0.8708
2024-11-01,Latin America,Fuel,Credit,2335815,87.34,0.0147,2998919.93,0.8677
2024-11-01,Latin America,Fuel,Debit,1510816,42.98,0.015,974012.94,0.8664
2024-11-01,Latin America,Fuel,Prepaid,413650,27.71,0.0147,168501.02,0.87
2024-11-01,Middle East & Africa,Retail,Credit,1387190,87.61,0.0187,2272528.7,0.8319
2024-11-01,Middle East & Africa,Retail,Debit,935176,41.77,0.0183,714910.73,0.8247
2024-11-01,Middle East & Africa,Retail,Prepaid,278666,29.31,0.0184,150283.94,0.8339
2024-11-01,Middle East & Africa,Travel,Credit,1348431,82.61,0.0221,2461803.74,0.8298
2024-11-01,Middle East & Africa,Travel,Debit,918897,40.08,0.0222,817608.32,0.8251
2024-11-01,Middle East & Africa,Travel,Prepaid,276961,27.92,0.0221,170863.73,0.8292
2024-11-01,Middle East & Africa,Dining,Credit,1253885,83.5,0.0204,2135985.49,0.8334
2024-11-01,Middle East & Africa,Dining,Debit,991378,43.41,0.0202,869250.7,0.8261
2024-11-01,Middle East & Africa,Dining,Prepaid,261844,28.43,0.0194,144419.44,0.8278
2024-11-01,Middle East & Africa,Healthcare,Credit,1385169,85.14,0.0166,1957730.18,0.8279
2024-11-01,Middle East & Africa,Healthcare,Debit,1052376,41.38,0.0163,709858.55,0.8361
2024-11-01,Middle East & Africa,Healthcare,Prepaid,259453,28.29,0.0162,118914.32,0.83
2024-11-01,Middle East & Africa,E-commerce,Credit,1273901,81.41,0.0239,2478483.28,0.8324
2024-11-01,Middle East & Africa,E-commerce,Debit,942396,41.42,0.0239,932943.71,0.8336
2024-11-01,Middle East & Africa,E-commerce,Prepaid,244122,28.87,0.024,169154.77,0.8337
2024-11-01,Middle East & Africa,Fuel,Credit,1348001,82.54,0.0147,1635600.33,0.8244
2024-11-01,Middle East & Africa,Fuel,Debit,1040698,40.08,0.0143,596487.77,0.8312
2024-11-01,Middle East & Africa,Fuel,Prepaid,245902,26.71,0.0148,97206.06,0.8312
2024-12-01,North America,Retail,Credit,6051673,82.28,0.018,8962804.54,0.9688
2024-12-01,North America,Retail,Debit,4836320,39.98,0.0183,3538257.21,0.9642
2024-12-01,North America,Retail,Prepaid,1285221,26.84,0.018,620918.19,0.959
2024-12-01,North America,Travel,Credit,7028194,82.2,0.0228,13171930.85,0.9663
2024-12-01,North America,Travel,Debit,4837449,43.35,0.0227,4759817.65,0.9539
2024-12-01,North America,Travel,Prepaid,1284801,28.63,0.022,809180.4,0.957
2024-12-01,North America,Dining,Credit,6466060,82.7,0.0199,10641828.63,0.9578
2024-12-01,North America,Dining,Debit,4462486,43.51,0.0194,3766782.34,0.9601
2024-12-01,North America,Dining,Prepaid,1236723,26.87,0.0194,644667.76,0.9595
2024-12-01,North America,Healthcare,Credit,6634165,87.41,0.0158,9162601.21,0.9601
2024-12-01,North America,Healthcare,Debit,4469301,40.45,0.0162,2928498.64,0.962
2024-12-01,North America,Healthcare,Prepaid,1318451,28.77,0.0166,629660.52,0.9629
2024-12-01,North America,E-commerce,Credit,6537537,81.12,0.0242,12833742.49,0.9606
2024-12-01,North America,E-commerce,Debit,4554589,43.22,0.0248,4881426.81,0.9577
2024-12-01,North America,E-commerce,Prepaid,1270649,28.73,0.0247,901764.41,0.9638
2024-12-01,North America,Fuel,Credit,6095248,84.81,0.0144,7443529.58,0.9549
2024-12-01,North America,Fuel,Debit,5034131,43.58,0.0145,3181294.26,0.9582
2024-12-01,North America,Fuel,Prepaid,1190464,28.81,0.0149,511036.08,0.9615
2024-12-01,Europe,Retail,Credit,4587158,86.31,0.0177,7008037.35,0.9435
2024-12-01,Europe,Retail,Debit,3465308,40.55,0.0181,2543384.53,0.9428
2024-12-01,Europe,Retail,Prepaid,902562,27.79,0.0187,468969.12,0.9375
2024-12-01,Europe,Travel,Credit,4710465,87.17,0.0226,9279522.32,0.9384
2024-12-01,Europe,Travel,Debit,3732601,41.45,0.0223,3450581.15,0.941
2024-12-01,Europe,Travel,Prepaid,902583,27.56,0.0221,549825.37,0.9439
2024-12-01,Europe,Dining,Credit,5070242,86.35,0.0202,8844270.88,0.9447
2024-12-01,Europe,Dining,Debit,3539970,40.58,0.02,2873007.05,0.9346
2024-12-01,Europe,Dining,Prepaid,924650,28.14,0.0196,510014.4,0.9437
2024-12-01,Europe,Healthcare,Credit,5047577,88.95,0.0159,7138720.86,0.9307
2024-12-01,Europe,Healthcare,Debit,3336878,43.79,0.0159,2323264.77,0.9388
2024-12-01,Europe,Healthcare,Prepaid,874065,26.82,0.016,375136.27,0.9313
2024-12-01,Europe,E-commerce,Credit,4795492,85.97,0.0251,10347782.45,0.9404
2024-12-01,Europe,E-commerce,Debit,3691365,43.87,0.0245,3967715.95,0.946
2024-12-01,Europe,E-commerce,Prepaid,960690,27.16,0.0243,634155.47,0.9429
2024-12-01,Europe,Fuel,Credit,5123500,81.04,0.0145,6020201.41,0.9419
2024-12-01,Europe,Fuel,Debit,3579513,40.61,0.0145,2107873.22,0.9313
2024-12-01,Europe,Fuel,Prepaid,900400,27.04,0.0143,348170.35,0.9493
2024-12-01,Asia Pacific,Retail,Credit,4820967,84.11,0.0181,7339284.77,0.9116
2024-12-01,Asia Pacific,Retail,Debit,3381692,40.19,0.0185,2514225.62,0.9025
2024-12-01,Asia Pacific,Retail,Prepaid,856801,29.16,0.0186,464740.57,0.9072
2024-12-01,Asia Pacific,Travel,Credit,4956533,85.9,0.022,9367301.94,0.9044
2024-12-01,Asia Pacific,Travel,Debit,3603967,41.0,0.0224,3309612.97,0.9083
2024-12-01,Asia Pacific,Travel,Prepaid,831524,27.42,0.0218,497119.25,0.9181
2024-12-01,Asia Pacific,Dining,Credit,4838147,88.2,0.0203,8662210.19,0.9157
2024-12-01,Asia Pacific,Dining,Debit,3412528,43.96,0.02,3000119.41,0.9111
2024-12-01,Asia Pacific,Dining,Prepaid,925731,29.29,0.0201,545032.01,0.9093
2024-12-01,Asia Pacific,Healthcare,Credit,4585479,80.98,0.0163,6052898.49,0.903
2024-12-01,Asia Pacific,Healthcare,Debit,3138798,44.08,0.0164,2268849.88,0.9132
2024-12-01,Asia Pacific,Healthcare,Prepaid,849054,29.28,0.0161,400185.89,0.9103
2024-12-01,Asia Pacific,E-commerce,Credit,4252500,82.86,0.0248,8738601.32,0.9026
2024-12-01,Asia Pacific,E-commerce,Debit,3465836,40.22,0.0248,3456960.56,0.9179
2024-12-01,Asia Pacific,E-commerce,Prepaid,884071,29.1,0.0186,478579.45,0.9058
2024-12-01,Asia Pacific,Fuel,Credit,4944594,88.48,0.0149,6519038.33,0.91
2024-12-01,Asia Pacific,Fuel,Debit,3210078,43.57,0.0149,2083745.82,0.9047
2024-12-01,Asia Pacific,Fuel,Prepaid,845197,28.33,0.0145,347219.63,0.9037
2024-12-01,Latin America,Retail,Credit,2034866,86.49,0.0187,3291284.52,0.8728
2024-12-01,Latin America,Retail,Debit,1615780,42.17,0.0186,1267482.37,0.862
2024-12-01,Latin America,Retail,Prepaid,416416,27.98,0.0184,214373.2,0.8784
2024-12-01,Latin America,Travel,Credit,2309454,84.92,0.0228,4471606.58,0.8784
2024-12-01,Latin America,Travel,Debit,1692504,40.83,0.022,1520412.52,0.8713
2024-12-01,Latin America,Travel,Prepaid,387809,27.94,0.0227,245957.01,0.8707
2024-12-01,Latin America,Dining,Credit,2172379,86.58,0.0197,3705432.09,0.8643
2024-12-01,Latin America,Dining,Debit,1707865,41.83,0.02,1428878.3,0.8733
2024-12-01,Latin America,Dining,Prepaid,384981,28.23,0.0194,210815.74,0.867
2024-12-01,Latin America,Healthcare,Credit,2210703,85.41,0.016,3021156.94,0.8654
2024-12-01,Latin America,Healthcare,Debit,1579604,41.44,0.0164,1073443.36,0.87
2024-12-01,Latin America,Healthcare,Prepaid,398258,27.64,0.0164,180544.87,0.8762
2024-12-01,Latin America,E-commerce,Credit,2094953,81.86,0.0239,4098913.65,0.8713
2024-12-01,Latin America,E-commerce,Debit,1517962,41.03,0.0238,1482447.93,0.8654
2024-12-01,Latin America,E-commerce,Prepaid,413071,27.01,0.0242,269984.19,0.878
2024-12-01,Latin America,Fuel,Credit,2049757,82.25,0.015,2528923.42,0.87
2024-12-01,Latin America,Fuel,Debit,1712703,42.07,0.015,1080837.95,0.8738
2024-12-01,Latin America,Fuel,Prepaid,436664,28.17,0.0145,178387.21,0.8712
2024-12-01,Middle East & Africa,Retail,Credit,1335137,81.26,0.0185,2007132.44,0.8352
2024-12-01,Middle East & Africa,Retail,Debit,988077,41.79,0.0184,759756.89,0.8273
2024-12-01,Middle East & Africa,Retail,Prepaid,255193,29.21,0.0183,136407.73,0.826
2024-12-01,Middle East & Africa,Travel,Credit,1252931,88.12,0.0218,2406972.41,0.8377
2024-12-01,Middle East & Africa,Travel,Debit,944028,42.63,0.0224,901386.48,0.8246
2024-12-01,Middle East & Africa,Travel,Prepaid,272705,28.48,0.0221,171672.48,0.8298
2024-12-01,Middle East & Africa,Dining,Credit,1408562,83.99,0.0203,2401568.35,0.8265
2024-12-01,Middle East & Africa,Dining,Debit,1012701,40.6,0.0194,797718.81,0.8351
2024-12-01,Middle East & Africa,Dining,Prepaid,254209,28.2,0.0199,142659.97,0.8358
2024-12-01,Middle East & Africa,Healthcare,Credit,1264116,82.69,0.0159,1662020.09,0.827
2024-12-01,Middle East & Africa,Healthcare,Debit,958690,42.61,0.016,653558.24,0.8262
2024-12-01,Middle East & Africa,Healthcare,Prepaid,258698,27.62,0.0166,118597.49,0.8314
2024-12-01,Middle East & Africa,E-commerce,Credit,1458289,82.31,0.0242,2904875.8,0.8221
2024-12-01,Middle East & Africa,E-commerce,Debit,1027944,43.85,0.0246,1108849.35,0.8333
2024-12-01,Middle East & Africa,E-commerce,Prepaid,243463,26.89,0.0239,156457.45,0.8228
2024-12-01,Middle East & Africa,Fuel,Credit,1439433,80.97,0.0148,1725040.55,0.8283
2024-12-01,Middle East & Africa,Fuel,Debit,1033851,41.0,0.0143,606180.84,0.8243
2024-12-01,Middle East & Africa,Fuel,Prepaid,267465,27.47,0.0151,110928.49,0.8258
2025-01-01,North America,Retail,Credit,6313697,81.87,0.0181,9355459.33,0.9665
2025-01-01,North America,Retail,Debit,4418415,43.51,0.0182,3499148.7,0.9566
2025-01-01,North America,Retail,Prepaid,1252801,28.11,0.0185,651584.63,0.9556
2025-01-01,North America,Travel,Credit,6481809,86.68,0.0226,12697626.3,0.9538
2025-01-01,North America,Travel,Debit,4853494,42.57,0.0222,4586875.85,0.9612
2025-01-01,North America,Travel,Prepaid,1262320,27.47,0.0222,769723.03,0.9571
2025-01-01,North America,Dining,Credit,6581025,84.51,0.0199,11067083.82,0.9574
2025-01-01,North America,Dining,Debit,4595223,39.9,0.0193,3538677.77,0.9661
2025-01-01,North America,Dining,Prepaid,1327612,27.91,0.0193,715231.66,0.9506
2025-01-01,North America,Healthcare,Credit,6981160,84.81,0.0164,9709419.32,0.9506
2025-01-01,North America,Healthcare,Debit,4725689,40.87,0.0158,3051677.25,0.9505
2025-01-01,North America,Healthcare,Prepaid,1232175,28.17,0.0159,551886.11,0.958
2025-01-01,North America,E-commerce,Credit,6187191,84.06,0.0243,12638713.29,0.9577
2025-01-01,North America,E-commerce,Debit,4597649,40.91,0.0239,4494924.72,0.9651
2025-01-01,North America,E-commerce,Prepaid,1340089,28.52,0.0244,932453.52,0.9559
2025-01-01,North America,Fuel,Credit,6793700,84.26,0.0148,8472038.12,0.9668
2025-01-01,North America,Fuel,Debit,4536041,42.57,0.0143,2761640.54,0.9623
2025-01-01,North America,Fuel,Prepaid,1211749,27.13,0.0146,479897.24,0.9508
2025-01-01,Europe,Retail,Credit,4551217,82.33,0.018,6744668.99,0.9325
2025-01-01,Europe,Retail,Debit,3451801,42.95,0.0182,2698480.17,0.935
2025-01-01,Europe,Retail,Prepaid,890483,27.56,0.018,441708.43,0.9365
2025-01-01,Europe,Travel,Credit,5139640,84.69,0.0227,9880921.5,0.9455
2025-01-01,Europe,Travel,Debit,3486813,43.9,0.0225,3443856.73,0.9317
2025-01-01,Europe,Travel,Prepaid,984799,27.92,0.0214,588329.95,0.9342
2025-01-01,Europe,Dining,Credit,5172660,87.79,0.0199,9036760.3,0.9329
2025-01-01,Europe,Dining,Debit,3737932,43.14,0.0192,3096022.96,0.9389
2025-01-01,Europe,Dining,Prepaid,979059,27.89,0.019,518819.42,0.9451
2025-01-01,Europe,Healthcare,Credit,4921228,84.77,0.0165,6883266.4,0.9434
2025-01-01,Europe,Healthcare,Debit,3476411,42.54,0.0158,2336743.84,0.9314
2025-01-01,Europe,Healthcare,Prepaid,1009212,27.31,0.016,440973.58,0.9426
2025-01-01,Europe,E-commerce,Credit,4668215,88.09,0.0246,10116212.45,0.9347
2025-01-01,Europe,E-commerce,Debit,3362187,41.26,0.0242,3357357.39,0.9337
2025-01-01,Europe,E-commerce,Prepaid,909410,28.81,0.0235,615693.91,0.9308
2025-01-01,Europe,Fuel,Credit,4545222,84.79,0.0147,5665210.48,0.9418
2025-01-01,Europe,Fuel,Debit,3510411,40.56,0.0141,2007705.51,0.9323
2025-01-01,Europe,Fuel,Prepaid,961104,29.39,0.0149,420899.85,0.9424
2025-01-01,Asia Pacific,Retail,Credit,4305889,86.71,0.0182,6795319.19,0.9153
2025-01-01,Asia Pacific,Retail,Debit,3182385,44.02,0.0177,2479739.13,0.9153
2025-01-01,Asia Pacific,Retail,Prepaid,927386,27.83,0.0183,472280.55,0.9044
2025-01-01,Asia Pacific,Travel,Credit,4772421,81.9,0.0218,8520278.96,0.9173
2025-01-01,Asia Pacific,Travel,Debit,3377079,41.14,0.0219,3042470.75,0.9136
2025-01-01,Asia Pacific,Travel,Prepaid,846584,27.57,0.0216,504214.22,0.9142
2025-01-01,Asia Pacific,Dining,Credit,4465642,88.52,0.0199,7866711.91,0.911
2025-01-01,Asia Pacific,Dining,Debit,3151540,41.14,0.0191,2476508.06,0.9057
2025-01-01,Asia Pacific,Dining,Prepaid,871859,28.39,0.0189,467756.14,0.9078
2025-01-01,Asia Pacific,Healthcare,Credit,4399095,88.03,0.0101,3911384.03,0.915
2025-01-01,Asia Pacific,Healthcare,Debit,3243565,42.66,0.0162,2241854.86,0.9107
2025-01-01,Asia Pacific,Healthcare,Prepaid,874764,27.99,0.016,391798.22,0.9109
2025-01-01,Asia Pacific,E-commerce,Credit,4715938,86.2,0.0237,9634119.46,0.9029
2025-01-01,Asia Pacific,E-commerce,Debit,3397605,43.41,0.0234,3451092.83,0.9033
2025-01-01,Asia Pacific,E-commerce,Prepaid,944033,27.96,0.0236,622904.38,0.9027
2025-01-01,Asia Pacific,Fuel,Credit,4684790,86.34,0.0148,5986536.17,0.9105
2025-01-01,Asia Pacific,Fuel,Debit,3494072,41.44,0.0143,2070493.5,0.9119
2025-01-01,Asia Pacific,Fuel,Prepaid,829637,27.18,0.0149,336043.27,0.9098
2025-01-01,Latin America,Retail,Credit,2315780,87.56,0.0175,3548415.78,0.8624
2025-01-01,Latin America,Retail,Debit,1607747,41.65,0.0185,1238720.13,0.8677
2025-01-01,Latin America,Retail,Prepaid,433180,27.34,0.0183,216763.44,0.862
2025-01-01,Latin America,Travel,Credit,2030002,88.78,0.0217,3910813.29,0.878
2025-01-01,Latin America,Travel,Debit,1490276,42.13,0.0223,1400211.73,0.8646
2025-01-01,Latin America,Travel,Prepaid,420956,28.35,0.0217,258978.34,0.8644
2025-01-01,Latin America,Dining,Credit,2266752,81.65,0.0194,3590420.22,0.8724
2025-01-01,Latin America,Dining,Debit,1556758,42.69,0.0195,1296052.95,0.8767
2025-01-01,Latin America,Dining,Prepaid,396852,27.72,0.0191,210147.13,0.8672
2025-01-01,Latin America,Healthcare,Credit,2060620,84.52,0.0199,3465675.4,0.8674
2025-01-01,Latin America,Healthcare,Debit,1545847,41.26,0.0165,1052487.66,0.8678
2025-01-01,Latin America,Healthcare,Prepaid,436919,28.63,0.0159,198909.83,0.8719
2025-01-01,Latin America,E-commerce,Credit,2201863,87.26,0.0236,4534298.83,0.8774
2025-01-01,Latin America,E-commerce,Debit,1530283,41.78,0.0247,1579181.09,0.8682
2025-01-01,Latin America,E-commerce,Prepaid,434379,28.27,0.0247,303293.39,0.8703
2025-01-01,Latin America,Fuel,Credit,2351929,83.3,0.0143,2801689.78,0.8652
2025-01-01,Latin America,Fuel,Debit,1683623,43.35,0.0141,1029140.29,0.8733
2025-01-01,Latin America,Fuel,Prepaid,404172,28.16,0.0145,165018.06,0.8774
2025-01-01,Middle East & Africa,Retail,Credit,1287133,83.77,0.0175,1886974.04,0.824
2025-01-01,Middle East & Africa,Retail,Debit,974426,40.88,0.0181,720979.96,0.8352
2025-01-01,Middle East & Africa,Retail,Prepaid,244892,29.17,0.0179,127868.95,0.8339
2025-01-01,Middle East & Africa,Travel,Credit,1411136,82.22,0.0224,2598918.29,0.8354
2025-01-01,Middle East & Africa,Travel,Debit,1025801,43.71,0.0221,990963.36,0.8316
2025-01-01,Middle East & Africa,Travel,Prepaid,253632,28.21,0.0223,159575.91,0.823
2025-01-01,Middle East & Africa,Dining,Credit,1265598,83.71,0.0198,2097610.55,0.8353
2025-01-01,Middle East & Africa,Dining,Debit,982302,43.55,0.0199,851367.78,0.8255
2025-01-01,Middle East & Africa,Dining,Prepaid,268404,26.63,0.0196,140103.54,0.8346
2025-01-01,Middle East & Africa,Healthcare,Credit,1336784,81.1,0.0158,1712929.32,0.8307
2025-01-01,Middle East & Africa,Healthcare,Debit,939779,40.83,0.016,613898.95,0.8225
2025-01-01,Middle East & Africa,Healthcare,Prepaid,271707,27.85,0.0159,120306.11,0.8316
2025-01-01,Middle East & Africa,E-commerce,Credit,1363430,83.21,0.0236,2677545.39,0.8282
2025-01-01,Middle East & Africa,E-commerce,Debit,937009,42.3,0.0234,927471.36,0.8225
2025-01-01,Middle East & Africa,E-commerce,Prepaid,257774,28.01,0.0234,168924.32,0.8345
2025-01-01,Middle East & Africa,Fuel,Credit,1281827,85.5,0.0142,1556339.29,0.8298
2025-01-01,Middle East & Africa,Fuel,Debit,1019852,42.49,0.0142,615295.12,0.8339
2025-01-01,Middle East & Africa,Fuel,Prepaid,251362,28.77,0.0141,101984.34,0.8271
2025-02-01,North America,Retail,Credit,7009959,86.46,0.0176,10667008.58,0.9585
2025-02-01,North America,Retail,Debit,4680690,42.39,0.0178,3532134.12,0.9509
2025-02-01,North America,Retail,Prepaid,1222976,28.33,0.0185,640864.19,0.9694
2025-02-01,North America,Travel,Credit,6503782,81.13,0.0215,11344718.46,0.9661
2025-02-01,North America,Travel,Debit,4566616,43.08,0.0218,4288957.09,0.9668
2025-02-01,North America,Travel,Prepaid,1184105,29.26,0.0214,741368.78,0.9682
2025-02-01,North America,Dining,Credit,6951786,80.87,0.0199,11187147.62,0.9637
2025-02-01,North America,Dining,Debit,4498760,40.0,0.0194,3490648.69,0.9544
2025-02-01,North America,Dining,Prepaid,1270076,28.07,0.0192,684381.44,0.9554
2025-02-01,North America,Healthcare,Credit,6546652,81.95,0.0162,8691423.84,0.9638
2025-02-01,North America,Healthcare,Debit,4427464,42.69,0.0161,3042809.11,0.9512
2025-02-01,North America,Healthcare,Prepaid,1195809,28.81,0.0158,544324.72,0.9623
2025-02-01,North America,E-commerce,Credit,6095077,80.82,0.0242,11921143.75,0.9579
2025-02-01,North America,E-commerce,Debit,4621591,42.67,0.0245,4831754.75,0.967
2025-02-01,North America,E-commerce,Prepaid,1165261,28.42,0.0245,811312.51,0.9548
2025-02-01,North America,Fuel,Credit,6439178,81.6,0.0149,7828687.0,0.9565
2025-02-01,North America,Fuel,Debit,5078632,40.68,0.0145,2995899.33,0.96
2025-02-01,North America,Fuel,Prepaid,1253913,26.66,0.0149,498100.01,0.9551
2025-02-01,Europe,Retail,Credit,4946531,84.09,0.0178,7404320.75,0.9336
2025-02-01,Europe,Retail,Debit,3509638,42.53,0.0178,2656663.54,0.935
2025-02-01,Europe,Retail,Prepaid,1019248,28.87,0.018,529722.96,0.9424
2025-02-01,Europe,Travel,Credit,5221658,87.68,0.0225,10300852.01,0.9312
2025-02-01,Europe,Travel,Debit,3629466,40.54,0.0217,3192684.02,0.9475
2025-02-01,Europe,Travel,Prepaid,970573,27.67,0.0215,577402.49,0.9487
2025-02-01,Europe,Dining,Credit,5011939,82.68,0.0196,8122295.72,0.9351
2025-02-01,Europe,Dining,Debit,3397943,43.72,0.0201,2986077.86,0.9368
2025-02-01,Europe,Dining,Prepaid,953197,26.99,0.0192,493917.97,0.9408
2025-02-01,Europe,Healthcare,Credit,5159764,83.38,0.0163,7012308.78,0.9439
2025-02-01,Europe,Healthcare,Debit,3611543,44.08,0.0156,2483576.26,0.9489
2025-02-01,Europe,Healthcare,Prepaid,893044,29.17,0.0164,427190.98,0.9366
2025-02-01,Europe,E-commerce,Credit,4968529,81.76,0.0246,9992729.29,0.9366
2025-02-01,Europe,E-commerce,Debit,3816380,43.11,0.0243,3998384.3,0.9471
2025-02-01,Europe,E-commerce,Prepaid,933778,27.84,0.0239,621322.68,0.9482
2025-02-01,Europe,Fuel,Credit,5233831,83.08,0.0149,6478704.42,0.9452
2025-02-01,Europe,Fuel,Debit,3371476,43.1,0.0142,2063519.87,0.9421
2025-02-01,Europe,Fuel,Prepaid,911482,27.25,0.0146,362587.23,0.935
2025-02-01,Asia Pacific,Retail,Credit,4789244,86.6,0.0178,7382455.72,0.9096
2025-02-01,Asia Pacific,Retail,Debit,3399223,42.89,0.0181,2638876.96,0.9077
2025-02-01,Asia Pacific,Retail,Prepaid,944579,26.99,0.018,458810.96,0.9044
2025-02-01,Asia Pacific,Travel,Credit,4301830,80.88,0.0223,7758655.63,0.9058
2025-02-01,Asia Pacific,Travel,Debit,3350684,44.05,0.0223,3291473.66,0.9147
2025-02-01,Asia Pacific,Travel,Prepaid,832126,29.36,0.0226,552141.0,0.9167
2025-02-01,Asia Pacific,Dining,Credit,4642357,84.64,0.0193,7583453.78,0.9054
2025-02-01,Asia Pacific,Dining,Debit,3346238,42.99,0.019,2733138.52,0.9078
2025-02-01,Asia Pacific,Dining,Prepaid,867430,28.68,0.0196,487588.16,0.9117
2025-02-01,Asia Pacific,Healthcare,Credit,4668610,87.44,0.0164,6694771.0,0.9104
2025-02-01,Asia Pacific,Healthcare,Debit,3371651,40.08,0.0163,2202611.24,0.919
2025-02-01,Asia Pacific,Healthcare,Prepaid,896875,28.66,0.0159,408678.83,0.9111
2025-02-01,Asia Pacific,E-commerce,Credit,4661837,81.17,0.0242,9157200.15,0.9062
2025-02-01,Asia Pacific,E-commerce,Debit,3342526,43.38,0.0237,3436154.82,0.9093
2025-02-01,Asia Pacific,E-commerce,Prepaid,883106,26.75,0.0242,571737.03,0.9103
2025-02-01,Asia Pacific,Fuel,Credit,4383675,84.59,0.0148,5488026.27,0.9141
2025-02-01,Asia Pacific,Fuel,Debit,3187651,43.84,0.0147,2054225.56,0.9136
2025-02-01,Asia Pacific,Fuel,Prepaid,842022,27.86,0.0144,337835.83,0.9042
2025-02-01,Latin America,Retail,Credit,2219779,82.47,0.0182,3331641.62,0.8692
2025-02-01,Latin America,Retail,Debit,1535099,43.71,0.0182,1221207.33,0.8752
2025-02-01,Latin America,Retail,Prepaid,435502,26.92,0.0176,206334.77,0.8691
